"Арт №";"Наименование позиции";"Цена, грн";Ед.
93378;"AvanTech YOU заглушка лицевой панели внутреннего ящика H=101, белая (9257633) Hettich";"6,96 грн.";шт
93386;"AvanTech YOU к-кт адаптеров лицевой панели стекло вн. ящика Inlay H=187, серебро (9257657) Hettich";"948,6 грн.";шт
93394;"AvanTech YOU Боковина H=251, L=400мм, белая, левая (9255148) Hettich";"934,92 грн.";шт
93403;"AvanTech YOU комплект стекол для лицевой панели H=130мм, ширина корпуса=600мм (9283235) Hettich";"1003,44 грн.";шт
93414;"Направляющая Quadro YOU L=350мм (30 кг), левая (9256860) Hettich";"364,14 грн.";шт
93424;"AvanTech YOU Боковина H=251, L=350мм, антрацит, правая (9255227) Hettich";"918,3 грн.";шт
93433;"AvanTech YOU Боковина H=251, L=450мм, антрацит, правая (9255231) Hettich";"951,54 грн.";шт
93457;"Направляющая Quadro YOU L=600мм (30 кг), правая (9256881) Hettich";"402,72 грн.";шт
93496;"Quadro YOU Механизм Push to open Silent мощный (9257896) Hettich";"1097,94 грн.";шт
94439;"Комплект ящика AvanTech YOU A L=350 H=101 антрацит Hettich";"2057,75 грн.";к-т
94447;"Комплект ящика AvanTech YOU Q L=450 H=101 серебро Hettich";"1911,79 грн.";к-т
94575;"Комплект ящика AvanTech YOU Q L=600 H=101 белый Hettich";"2005,14 грн.";к-т
94596;"Комплект ящика AvanTech YOU Q L=500 H=187 Inlay (скло) антрацит Hettich";"4091,7 грн.";к-т
94618;"Комплект внутреннего ящика AvanTech YOU Q L=500 H=187 серебро Hettich";"6702,8 грн.";к-т
94656;"Комплект внутреннего ящика AvanTech YOU Q L=500 H=187 Inlay (скло 66мм) белый корпус 600мм";"7051,23 грн.";к-т
94673;"Комплект ящика AvanTech YOU Q L=350 H=187 антрацит Hettich";"2417,73 грн.";к-т
94683;"Комплект внутреннего ящика AvanTech YOU Q L=350 H=187 Inlay (скло 66мм) серебро корпус 600мм";"6717,67 грн.";к-т
94693;"Комплект внутреннего ящика AvanTech YOU Q L=400 H=101 белый Hettich";"4688,75 грн.";к-т
94726;"Комплект внутреннего ящика AvanTech YOU Q L=400 H=187 Inlay (скло 130мм) антрацит корпус 600мм";"7192,01 грн.";к-т
94736;"Комплект ящика AvanTech YOU Q L=400H=187 Inlay (скло) серебро Hettich";"3869,82 грн.";к-т
94765;"Комплект внутреннего ящика AvanTech YOU Q L=450 H=187 белый Hettich";"6665,64 грн.";к-т
94778;"Комплект внутреннего ящика AvanTech YOU Q L=450H=187 Inlay (скло 66мм) антрацит корпус 600мм";"6940,03 грн.";к-т
94791;"Комплект ящика AvanTech YOU Q L=450 H=251 серебро Hettich";"3219,87 грн.";к-т
94869;"Комплект ящика AvanTech YOU Q L=550 H=187 белый Hettich";"2565,86 грн.";к-т
94899;"Комплект ящика AvanTech YOU Q L=550 H=187 Inlay (скло) антрацит Hettich";"4275,98 грн.";к-т
94953;"Комплект внутреннего ящика AvanTech YOU Q L=600 H=101 серебро Hettich";"4810,41 грн.";к-т
94975;"Комплект внутреннего ящика AvanTech YOU Q L=600 H=187 Inlay (скло 130мм) белый корпус 600мм";"7794,46 грн.";к-т
94990;"Комплект ящика AvanTech YOU Q L=600 H=251 антрацит Hettich";"3384,9 грн.";к-т
95081;"Комплект ящика AvanTech YOU Q L=350 H=101 серебро Hettich";"1854,65 грн.";к-т
95156;"Комплект внутреннего ящика AvanTech YOU A L=350 H=187 Inlay (скло 130мм) белый корпус 600мм";"7283,93 грн.";к-т
95205;"Комплект ящика AvanTech YOU A L=350 H=251 антрацит Hettich";"3324,96 грн.";к-т
95268;"Комплект ящика AvanTech YOU A L=400 H=101 серебро Hettich";"2083,03 грн.";к-т
95301;"Комплект внутреннего ящика AvanTech YOU A L=400 H=187 Inlay (скло 130мм) белый корпус 600мм";"7391,57 грн.";к-т
95317;"Комплект ящика AvanTech YOU A L=400 H=251 антрацит Hettich";"3370,68 грн.";к-т
95349;"Комплект ящика AvanTech YOU A L=450 H=101 серебро Hettich";"2108,24 грн.";к-т
95369;"Комплект ящика AvanTech YOU A L=450H=187 Inlay (скло) антрацит Hettich";"4176,94 грн.";к-т
95389;"Комплект ящика AvanTech YOU A L=500 H=101 антрацит Hettich";"2133,55 грн.";к-т
95445;"Комплект ящика AvanTech YOU A L=500 H=187 серебро Hettich";"2721,63 грн.";к-т
95454;"Комплект ящика AvanTech YOU A L=500 H=187 Inlay (скло) белый Hettich";"4284,62 грн.";к-т
95476;"Комплект ящика AvanTech YOU A L=550 H=101 антрацит Hettich";"2210,31 грн.";к-т
95602;"Комплект ящика AvanTech YOU A L=550H=187 антрацит Hettich";"2806,7 грн.";к-т
95638;"Комплект ящика AvanTech YOU A L=550 H=187 Inlay (скло) белый Hettich";"4516,82 грн.";к-т
95649;"Комплект ящика AvanTech YOU A L=450 H=187 антрацит Hettich";"2687,99 грн.";к-т
95658;"Комплект ящика AvanTech YOU A L=600 H=101 серебро Hettich";"2244,56 грн.";к-т
95685;"Комплект внутреннего ящика AvanTech YOU A L=600 H=187 Inlay (скло 130мм) белый корпус 600мм";"8033,37 грн.";к-т
95693;"Комплект ящика AvanTech YOU A L=600 H=251 антрацит Hettich";"3624,33 грн.";к-т
113857;"AvanTech YOU дизайн профиль L = 500 под нержавеющую сталь (9255773) Hettich";"29,58 грн.";шт
25392;"Направляющие телескоп. 45мм L=350mm MULLER с доводчиком";"274,26 грн.";к-т
25076;"Направляющие скрытого монтажа част. выдвиж. SC L=550  Muller ДСП 16мм";"208,02 грн.";к-т
83175;"Направляющая телескопическая KA 5332 L=400мм (9057403) Hettich";"419,16 грн.";шт
52476;"Направляющие роликовые L=400мм белые";"67,2 грн.";к-т
98158;"Направляющие роликовые L=400 1,2 мм Muller";"100,62 грн.";к-т
52479;"Направляющие роликовые L=550мм белые";"98,1 грн.";к-т
96082;"Направляющие телескоп. 45мм L=450 MULLER profi line";"368,82 грн.";к-т
96089;"Направляющие телескоп. 45мм L=450 MULLER profi line с доводчиком";"544,2 грн.";к-т
96079;"Направляющие телескоп. 45мм L=300 MULLER profi line";"253,92 грн.";к-т
95250;"Направляющие роликовые L=300мм белые";"56,76 грн.";к-т
33549;"Направляющие телескоп. 45мм L=350mm MULLER PushOpen";"271,86 грн.";к-т
55855;"Quadro V6.Silent System L=300мм полного выдвижения, левая, ДСП до 19 мм (9225673)";"451,86 грн.";шт
55121;"Quadro 25.P2O L=450мм частичного выдвижения, левая, ДСП до 19 мм (9212725)";"265,2 грн.";шт
55831;"Quadro V6.P2O L=350мм полного выдвижения, левая, ДСП до 19 мм (9225737)";"520,32 грн.";шт
55844;"Quadro 25.P2O L=350мм частичного выдвижения, левая, ДСП до 19 мм (9212719)";"248,7 грн.";шт
55853;"Quadro 25.Silent System L=400мм частичного выдвижения, левая, ДСП до 19 мм (9212679)";"232,26 грн.";шт
64139;"Направляющие скрытого монтажа SC L=350 Muller profi line 18мм max";"557,04 грн.";к-т
71380;"Регулятор передней панели ящика (71833) Hettich";"13,2 грн.";шт
73700;"Направляющие скрытого монтажа PO L=300 Muller profi line 18мм max";"531,3 грн.";к-т
78136;"Комплект направляющих Quadro част/в P2O L=500 EB=23 (ДСП до 19 мм)";"605,29 грн.";к-т
78149;"Комплект направляющих Quadro част/в с доводчиком L=400 EB=23 (ДСП до 19 мм)";"522,99 грн.";к-т
85048;"Направляющие телескопические 42мм L=400мм черные";"127,32 грн.";к-т
94099;"Направляющие телескопические 35мм L = 450мм";"85,56 грн.";к-т
120643;"AvanTech YOU Комплект боковин H=187, Inlay (под стекло) L=550мм, белый (9257184) Hettich";"1807,62 грн.";шт
120651;"AvanTech YOU Комплект боковин H=187, Inlay (под стекло) L=400мм,серебро (9257174) Hettich";"1739,7 грн.";шт
119735;"Комплект направляющих Actro YOU L=400мм полного выдвижения с доводчиком (40кг)";"1178,41 грн.";к-т
119012;"AvanTech YOU Комплект боковин H=187, L=550мм,серебро (9255268) Hettich";"1754,76 грн.";шт
119036;"AvanTech YOU Комплект боковин H=187, L=400мм,серебро  (9255265) Hettich";"1689,54 грн.";шт
117755;"AvanTech YOU Комплект боковин H=101, L=650мм антрацит (9255332) Hettich";"1206,12 грн.";шт
123334;"Комплект направляющих Actro 5D L=600мм полного выдвижения с доводчиком (40кг)";"1516,59 грн.";к-т
119810;"AvanTech YOU Комплект боковин H=101, L=600мм, белый (9255291) Hettich";"1178,58 грн.";шт
119818;"AvanTech YOU Комплект боковин H=101, L=450мм, белый (9255288) Hettich";"1131,54 грн.";шт
118341;"AvanTech YOU Комплект боковин H=251, L=600мм,серебро (9255278) Hettich";"2558,34 грн.";шт
118349;"AvanTech YOU Комплект боковин H=251, L=450мм, белый (9255315) Hettich";"2439,6 грн.";шт
